Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text
10163-331,ZING!,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Liquid,204302,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",AGRICULTURAL,True,ZING!_10163-331_PRIMARY_LABEL_598218.pdf,42131,"[4498, 6264, 7293, 4961, 6282, 4406, 3621, 4806]",True,True,True,True
10163-332,AFFIANCE (2ee - tar spot),10163,REGISTERED,1254895,CLOSED,2EE,2023-01-18,SHAUN PETERSON,FUNGICIDE,False,Liquid,260549,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,AFFIANCE_(2ee_-_tar_spot)_10163-332_PRIMARY_LABEL_585236.pdf,3370,[3370],True,False,True,True
10163-332,AFFIANCE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Liquid,204279,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,AFFIANCE_10163-332_PRIMARY_LABEL_589896.pdf,58675,"[3160, 6329, 7077, 7032, 5582, 5535, 4335, 3537, 3255, 3837, 5857, 156, 2983]",True,True,True,True
10163-336,CAPTIVA PRIME,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"INSECTICIDE, REPELLENT",False,Liquid,224441,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",True,CAPTIVA_PRIME_10163-336_PRIMARY_LABEL_560428.pdf,21542,"[1980, 5192, 5126, 4627, 4617]",True,True,True,True
10163-337,ONAGER optek MITICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,False,Liquid,255929,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE",True,ONAGER_optek_MITICIDE_10163-337_PRIMARY_LABEL_581477.pdf,42613,"[2567, 5100, 7025, 5114, 3447, 4485, 3819, 4767, 6053, 236]",True,True,True,True
10163-356,SONALAN HFP Herbicide,10163,REGISTERED,1309904,CLOSED,ROUTINE,2025-10-22,MATTHEW J GOGIS,HERBICIDE,False,Liquid,223505,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, HEMP",True,SONALAN_HFP_Herbicide_10163-356_PRIMARY_LABEL_602829.pdf,73853,"[3985, 5510, 7765, 8000, 7416, 5419, 6266, 3584, 5081, 4757, 4585, 4733, 6752]",True,True,True,True
10163-357,ECOSWING BOTANICAL FUNGICIDE (2ee - white mold),10163,REGISTERED,1252139,CLOSED,2EE,2022-11-17,SHAUN PETERSON,FUNGICIDE,False,Liquid,259699,NONE,AGRICULTURAL,True,ECOSWING_BOTANICAL_FUNGICIDE_(2ee_-_white_mold)_10163-357_PRIMARY_LABEL_584306.pdf,2091,[2091],True,False,True,True
10163-357,"ECOSWING BOTANICAL FUNGICIDE (2ee - unlabeled pests of apples, blueberries and raspberries)",10163,REGISTERED,1298070,CLOSED,2EE,2025-03-06,SHAUN PETERSON,FUNGICIDE,False,Liquid,274398,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY",True,"ECOSWING_BOTANICAL_FUNGICIDE_(2ee_-_unlabeled_pests_of_apples,_blueberries_and_raspberries)_10163-357_PRIMARY_LABEL_599040.pdf",3279,[3279],True,False,True,True
10163-357,ECOSWING BOTANICAL FUNGICIDE (2EE - DOWNY MILDEW),10163,REGISTERED,1165485,CLOSED,2EE,2019-03-22,SHAUN PETERSON,FUNGICIDE,False,Liquid,236756,NONE,"AGRICULTURAL, GREENHOUSE, ORNAMENTAL",True,ECOSWING_BOTANICAL_FUNGICIDE_(2EE_-_DOWNY_MILDEW)_10163-357_PRIMARY_LABEL_560982.pdf,2017,[2017],True,False,True,True
10163-357,EcoSwing Botanical Fungicide,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Liquid,234149,NONE,"AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP, NURSERY, ORNAMENTAL, TURF",True,EcoSwing_Botanical_Fungicide_10163-357_PRIMARY_LABEL_563058.pdf,22137,"[2964, 5077, 5779, 3658, 4659]",True,True,True,True
10163-357,ECOSWING BOTANICAL FUNGICIDE (2ee - SNAPDRAGON RUST & DAYLILY RUST),10163,REGISTERED,1189448,CLOSED,2EE,2020-01-21,SHAUN PETERSON,FUNGICIDE,False,Liquid,241185,NONE,"GREENHOUSE, ORNAMENTAL",True,ECOSWING_BOTANICAL_FUNGICIDE_(2ee_-_SNAPDRAGON_RUST_and_DAYLILY_RUST)_10163-357_PRIMARY_LABEL_566269.pdf,2487,[2487],True,False,True,True
10163-357,ECOSWING BOTANICAL FUNGICIDE (2ee - apple scab),10163,REGISTERED,1181879,CLOSED,2EE,2019-10-10,SHAUN PETERSON,FUNGICIDE,False,Liquid,239855,NONE,AGRICULTURAL,True,ECOSWING_BOTANICAL_FUNGICIDE_(2ee_-_apple_scab)_10163-357_PRIMARY_LABEL_564634.pdf,2499,[2499],True,False,True,True
10163-357,ECOSWING BOTANICAL FUNGICIDE (2ee - mummy berry),10163,REGISTERED,1192311,CLOSED,2EE,2020-03-04,SHAUN PETERSON,FUNGICIDE,False,Liquid,241990,NONE,"AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP, NURSERY, ORNAMENTAL, TURF",True,ECOSWING_BOTANICAL_FUNGICIDE_(2ee_-_mummy_berry)_10163-357_PRIMARY_LABEL_566940.pdf,2499,[2499],True,False,True,True
10163-357,ECOSWING BOTANICAL FUNGICIDE (2ee - cedar apple rust),10163,REGISTERED,1178848,CLOSED,2EE,2019-09-10,SHAUN PETERSON,FUNGICIDE,False,Liquid,239469,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,ECOSWING_BOTANICAL_FUNGICIDE_(2ee_-_cedar_apple_rust)_10163-357_PRIMARY_LABEL_563933.pdf,2486,[2486],True,False,True,True
10163-362,TREFLAN TR-10 granular herbicide,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Solid,223507,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,TREFLAN_TR-10_granular_herbicide_10163-362_PRIMARY_LABEL_570265.pdf,98236,"[2678, 5943, 7058, 7334, 3260, 4548, 2869, 4251, 5261, 4857, 2881, 3916, 3370, 6707, 5899, 5833, 6011, 5570, 3880, 6110]",True,True,True,True
10163-363,TREFLAN HFP HERBICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Liquid,223506,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP, NURSERY, ORNAMENTAL",True,TREFLAN_HFP_HERBICIDE_10163-363_PRIMARY_LABEL_551829.pdf,175593,"[4809, 6142, 6775, 7845, 7857, 7093, 6340, 2842, 4558, 3720, 3403, 5721, 6111, 5468, 4519, 4189, 4252, 4425, 4342, 4889, 6536, 6360, 6254, 5020, 5011, 5877, 5064, 4854, 6236, 2956, 2373, 4206, 3648, 5898]",True,True,True,True
10163-365,HEXYGON iq MITICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,False,Liquid,230884,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, GREENHOUSE, NURSERY, RESIDENTIAL",True,HEXYGON_iq_MITICIDE_10163-365_PRIMARY_LABEL_559933.pdf,27934,"[2821, 5997, 6975, 4544, 4169, 3428]",True,True,True,True
10163-365,HEXYGON IQ MITICIDE (2EE - method of application-dipping),10163,REGISTERED,1272178,CLOSED,2EE,2023-12-11,SHAUN PETERSON,MITICIDE,False,Liquid,254029,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, NURSERY",True,HEXYGON_IQ_MITICIDE_(2EE_-_method_of_application-dipping)_10163-365_PRIMARY_LABEL_590616.pdf,1720,[1720],True,False,True,True
10163-371,"REASON 500 SC FUNGICIDE (NOT FOR SALE, DISTRIBUTION, OR USE IN NASSAU or SUFFOLK COUNTIES)",10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,Liquid,244240,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE",True,"REASON_500_SC_FUNGICIDE_(NOT_FOR_SALE,_DISTRIBUTION,_OR_USE_IN_NASSAU_or_SUFFOLK_COUNTIES)_10163-371_PRIMARY_LABEL_599538.pdf",52306,"[3301, 5918, 7369, 7435, 5494, 3176, 3739, 2349, 4093, 3453, 1673, 4306]",True,True,True,True
10163-371,"REASON 500 SC FUNGICIDE (NOT FOR SALE, DISTRIBUTION, OR USE IN NASSAU OR SUFFOLK COUNTIES) (2ee - peronospora effusa)",10163,REGISTERED,1304653,CLOSED,2EE,2025-08-06,SHAUN PETERSON,FUNGICIDE,True,Liquid,276177,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE",True,"REASON_500_SC_FUNGICIDE_(NOT_FOR_SALE,_DISTRIBUTION,_OR_USE_IN_NASSAU_OR_SUFFOLK_COUNTIES)_(2ee_-_peronospora_effusa)_10163-371_PRIMARY_LABEL_601325.pdf",3318,[3318],True,False,True,True
10163-373,"FENSTOP FUNGICIDE [no sale, distribution, or use in nassau & suffolk counties NY]",10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,Liquid,261550,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, ORNAMENTAL",True,"FENSTOP_FUNGICIDE_[no_sale,_distribution,_or_use_in_nassau_and_suffolk_counties_NY]_10163-373_PRIMARY_LABEL_601752.pdf",29821,"[3711, 6267, 6215, 5294, 4767, 3567]",True,True,True,True
10163-380,PEAK HERBICIDE (No Aerial Application in NYS),10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Solid,253109,NONE,AGRICULTURAL,True,PEAK_HERBICIDE_(No_Aerial_Application_in_NYS)_10163-380_PRIMARY_LABEL_579887.pdf,92621,"[1180, 1658, 1613, 1408, 1817, 2369, 2409, 1938, 2587, 2787, 2378, 2014, 2180, 2394, 273, 2431, 2561, 1197, 3599, 2427, 2260, 1126, 3600, 2973, 2385, 1552, 1788, 1884, 1667, 3075, 2540, 2146, 1522, 2082, 1017, 2210, 1797, 1746, 1818, 1978, 2583, 2143, 2763, 2746]",True,True,True,True
10163-383,ENVIDOR 2 SC MITICIDE (For Use on Pome Fruit Only in NY),10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,False,Liquid,262531,BEES,AGRICULTURAL,True,ENVIDOR_2_SC_MITICIDE_(For_Use_on_Pome_Fruit_Only_in_NY)_10163-383_PRIMARY_LABEL_587236.pdf,30496,"[2160, 2847, 2882, 2703, 2847, 2415, 1720, 1274, 1633, 2572, 2441, 2811, 2191]",True,True,True,True
10163-396,BADGE SC,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",False,Liquid,260231,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,BADGE_SC_10163-396_PRIMARY_LABEL_585122.pdf,84562,"[3624, 5467, 5808, 3614, 3136, 2507, 2809, 2660, 2645, 2665, 2700, 2676, 2363, 3461, 2998, 2174, 3095, 4624, 4449, 3233, 2978, 4414, 5395, 5067]",True,True,True,True
10163-396,BADGE SC (2ee - white mold),10163,REGISTERED,1265052,CLOSED,2EE,2023-07-11,SHAUN PETERSON,"ANTIMICROBIAL, FUNGICIDE",False,Liquid,263689,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,BADGE_SC_(2ee_-_white_mold)_10163-396_PRIMARY_LABEL_588216.pdf,7763,"[3614, 4149]",True,False,True,True
10163-397,DOMARK 230 ME FUNGICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Liquid,260384,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",AGRICULTURAL,True,DOMARK_230_ME_FUNGICIDE_10163-397_PRIMARY_LABEL_586580.pdf,44931,"[2662, 3608, 4278, 3604, 3749, 3938, 3903, 739, 2302, 1469, 1686, 1747, 2139, 1324, 1340, 1085, 3370, 1988]",True,True,True,True
10163-398,METTLE 125 ME FUNGICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Liquid,262212,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",AGRICULTURAL,True,METTLE_125_ME_FUNGICIDE_10163-398_PRIMARY_LABEL_587336.pdf,45751,"[3068, 5443, 6019, 5319, 5761, 3400, 4799, 2176, 2594, 2369, 4803]",True,True,True,True
10163-399,TENET WP,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Solid,265700,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY",True,TENET_WP_10163-399_PRIMARY_LABEL_591196.pdf,54025,"[2473, 3769, 4894, 5268, 4440, 5444, 6441, 2522, 2293, 2894, 2117, 2267, 2493, 4421, 2289]",True,True,True,True
10163-402,BADGE X2,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",False,Liquid,260232,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,BADGE_X2_10163-402_PRIMARY_LABEL_585124.pdf,90340,"[3122, 5433, 7592, 3284, 3248, 2311, 2903, 2596, 2471, 2439, 2808, 3264, 3253, 3077, 3393, 2751, 2561, 1816, 2461, 4462, 4489, 3069, 3976, 6610, 6787, 164]",True,True,True,True
10163-402,BADGE X2 (2ee - white mold),10163,REGISTERED,1265052,CLOSED,2EE,2023-07-11,SHAUN PETERSON,"ANTIMICROBIAL, FUNGICIDE",False,Liquid,263690,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,BADGE_X2_(2ee_-_white_mold)_10163-402_PRIMARY_LABEL_588218.pdf,1391,[1391],True,False,True,True
10163-41,PROKIL CRYOLITE 96,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,INSECTICIDE,False,Solid,39983,NONE,"AGRICULTURAL, NURSERY, ORNAMENTAL",True,PROKIL_CRYOLITE_96_10163-41_PRIMARY_LABEL_515940.pdf,0,"[0, 0, 0, 0, 0, 0]",False,False,False,False
10163-411,"TRIGARD INSECTICIDE (NOT FOR SALE, SALE INTO, DISTRIBUTION AND/OR USE IN NASSAU AND SUFFOLK COUNTIES)",10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,INSECTICIDE,True,Solid,274823,BEES,AGRICULTURAL,True,"TRIGARD_INSECTICIDE_(NOT_FOR_SALE,_SALE_INTO,_DISTRIBUTION_AND_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_10163-411_PRIMARY_LABEL_600720.pdf",36556,"[3565, 5044, 6144, 4856, 4191, 4967, 3957, 3832]",True,True,True,True
10163-412,ARMOR INSECT GROWTH REGULATOR,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"GROWTH REGULATOR, INSECTICIDE",False,Liquid,275165,NONE,AGRICULTURAL,True,ARMOR_INSECT_GROWTH_REGULATOR_10163-412_PRIMARY_LABEL_600900.pdf,16200,"[2695, 4927, 3605, 4973]",True,True,True,True
10163-6414,GAVEL 75 DF FUNGICIDE (2ee - black rot on grapes),10163,REGISTERED,1136054,CLOSED,2EE,2018-01-08,SHAUN PETERSON,FUNGICIDE,False,Solid,230080,FISH,AGRICULTURAL,True,GAVEL_75_DF_FUNGICIDE_(2ee_-_black_rot_on_grapes)_10163-6414_PRIMARY_LABEL_555187.pdf,2144,[2144],True,False,True,True
10163-6414,GAVEL 75 DF FUNGICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Solid,139017,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,GAVEL_75_DF_FUNGICIDE_10163-6414_PRIMARY_LABEL_575996.pdf,35746,"[2999, 5366, 5543, 4970, 5368, 4063, 4586, 2851]",True,True,True,True
33906-26-10163,QUINTEC fungicide,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Liquid,244150,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,QUINTEC_fungicide_33906-26-10163_PRIMARY_LABEL_599499.pdf,39112,"[2619, 4981, 5359, 5830, 4423, 4636, 5224, 6040]",True,True,True,True
71711-7-10163,VIDA,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Liquid,193539,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,VIDA_71711-7-10163_PRIMARY_LABEL_590627.pdf,113475,"[1653, 1425, 1603, 2040, 2351, 2125, 2123, 2263, 3053, 2898, 2252, 1849, 2247, 2682, 2208, 430, 1504, 1832, 1077, 1417, 1860, 1000, 1030, 1847, 2062, 1675, 1470, 1544, 1945, 1661, 1842, 1743, 1806, 1731, 2109, 1681, 1401, 1576, 1608, 1928, 1866, 1485, 1744, 1363, 1031, 1942, 2299, 1249, 2044, 2203, 2046, 903, 2373, 1795, 2421, 1740, 1920, 683, 1782, 2037, 5918, 80]",True,True,False,True
71908-1-10163,AZA-DIRECT,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"GROWTH REGULATOR, INSECTICIDE, REPELLENT",False,Liquid,37460,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP, NON-CROP, NURSERY, ORNAMENTAL",True,AZA-DIRECT_71908-1-10163_PRIMARY_LABEL_590556.pdf,28476,"[2463, 7432, 8744, 7555, 2282]",True,True,True,True
71908-1-10163,AZA-DIRECT (2ee - spotted lanternfly),10163,REGISTERED,1179955,CLOSED,2EE,2019-09-13,SHAUN PETERSON,"GROWTH REGULATOR, INSECTICIDE, REPELLENT",False,Liquid,239625,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL",True,AZA-DIRECT_(2ee_-_spotted_lanternfly)_71908-1-10163_PRIMARY_LABEL_564241.pdf,2174,[2174],True,False,True,True
8033-103-10163,TORINO FUNGICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,False,Liquid,179334,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,TORINO_FUNGICIDE_8033-103-10163_PRIMARY_LABEL_590087.pdf,62379,"[1191, 2422, 2884, 2421, 2319, 2782, 3170, 1919, 2099, 1101, 1687, 1483, 1978, 2056, 1844, 156, 993, 2769, 4683, 5446, 5468, 2049, 2553, 2488, 4418]",True,True,True,True
81880-1-10163,SEDGEHAMMER,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Solid,102636,NONE,"AGRICULTURAL, NON-CROP, ORNAMENTAL, TURF",True,SEDGEHAMMER_81880-1-10163_PRIMARY_LABEL_577417.pdf,26464,"[3090, 6250, 5841, 2093, 3362, 4830, 998]",True,True,True,True
81880-18-10163,SANDEA HERBICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Solid,138588,NONE,"AGRICULTURAL, NON-CROP",True,SANDEA_HERBICIDE_81880-18-10163_PRIMARY_LABEL_584084.pdf,114617,"[4031, 7093, 6207, 6827, 5161, 1952, 1830, 1382, 6225, 5451, 4776, 4723, 5154, 4533, 5379, 4555, 4876, 4501, 5018, 5552, 4810, 2470, 4586, 3170, 4355]",True,True,True,True
81880-2-10163,PERMIT HERBICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Solid,103403,NONE,"AGRICULTURAL, NON-CROP",True,PERMIT_HERBICIDE_81880-2-10163_PRIMARY_LABEL_552352.pdf,59243,"[3508, 7698, 6729, 4858, 2119, 1482, 4119, 5077, 3176, 4608, 5392, 4785, 2042, 3650]",True,True,True,True
81880-24-10163,SEDGEHAMMER+,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Solid,161610,NONE,"NON-CROP, ORNAMENTAL, TURF",True,SEDGEHAMMER+_81880-24-10163_PRIMARY_LABEL_543977.pdf,19570,"[3314, 5203, 2610, 3240, 5203]",True,True,True,True
81880-26-10163,PERMIT PLUS HERBICIDE (NO AERIAL APP IN NYS),10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Solid,166846,NONE,"AGRICULTURAL, NON-CROP",True,PERMIT_PLUS_HERBICIDE_(NO_AERIAL_APP_IN_NYS)_81880-26-10163_PRIMARY_LABEL_574397.pdf,50378,"[3864, 6838, 6557, 7189, 2892, 2361, 4182, 4458, 5306, 2681, 4050]",True,True,True,True
81880-28-10163,"NEXTER SC MITICIDE/INSECTICIDE (NO SALE, DISTRIBUTION OR USE IN NASSAU & SUFFOLK COUNTIES)",10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"INSECTICIDE, MITICIDE",True,Liquid,224601,"AQUATIC INVERTEBRATES, BEES, FISH",AGRICULTURAL,True,"NEXTER_SC_MITICIDE_INSECTICIDE_(NO_SALE,_DISTRIBUTION_OR_USE_IN_NASSAU_and_SUFFOLK_COUNTIES)_81880-28-10163_PRIMARY_LABEL_558910.pdf",29379,"[3677, 5715, 5877, 4447, 5786, 3877]",True,True,True,True
81880-29-10163,"SANMITE SC MITICIDE INSECTICIDE (NO SALE, DISTRIBUTION OR USE IN NASSAU AND SUFFOLK COUNTIES)(2ee - greenhouse whitefly)",10163,REGISTERED,1301612,CLOSED,2EE,2025-06-09,SHAUN PETERSON,"INSECTICIDE, MITICIDE",True,Liquid,247984,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL",True,"SANMITE_SC_MITICIDE_INSECTICIDE_(NO_SALE,_DISTRIBUTION_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)(2ee_-_greenhouse_whitefly)_81880-29-10163_PRIMARY_LABEL_600161.pdf",3184,[3184],True,False,True,True
81880-29-10163,"SANMITE SC MITICIDE INSECTICIDE (no sale, distribution or use in Nassau and suffolk counties)",10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"INSECTICIDE, MITICIDE",True,Liquid,230599,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, GREENHOUSE, NON-CROP, ORNAMENTAL",True,"SANMITE_SC_MITICIDE_INSECTICIDE_(no_sale,_distribution_or_use_in_Nassau_and_suffolk_counties)_81880-29-10163_PRIMARY_LABEL_555903.pdf",19913,"[3355, 5387, 4162, 3307, 3702]",True,True,True,True
81880-6-10163,YUKON HERBICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,False,Solid,109967,NONE,"AGRICULTURAL, NON-CROP",True,YUKON_HERBICIDE_81880-6-10163_PRIMARY_LABEL_582975.pdf,50889,"[3221, 6265, 6023, 5938, 4317, 2892, 1291, 3541, 3860, 4812, 4220, 2629, 1880]",True,True,True,True
101743-2,EZ-OX Oxalic Acid,101743,REGISTERED,1272583,CLOSED,ROUTINE,2023-12-19,MATTHEW J GOGIS,MITICIDE,False,Solid,266112,NONE,AGRICULTURAL,True,EZ-OX_Oxalic_Acid_101743-2_PRIMARY_LABEL_591338.pdf,8392,"[5171, 3221]",True,True,True,True
101986-4,AURELIA 480 SC,101986,REGISTERED,1298095,CLOSED,ROUTINE,2025-04-08,JYOTHI MURUNDI,FUNGICIDE,False,Liquid,273308,AQUATIC INVERTEBRATES,"AGRICULTURAL, NURSERY",True,AURELIA_480_SC_101986-4_PRIMARY_LABEL_599283.pdf,79338,"[1119, 7644, 6211, 7191, 3988, 6548, 4469, 4017, 3944, 4973, 4674, 5350, 4277, 7302, 7631]",True,True,True,True
6836-336-102055,CROCODILE CLOTH FIERCE SCRUB CLEANER + DISINFECTANT,102055,REGISTERED,1307654,CLOSED,ROUTINE,2025-09-23,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Solid,277042,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, HOUSEHOLD, INSTITUTIONAL",True,CROCODILE_CLOTH_FIERCE_SCRUB_CLEANER_+_DISINFECTANT_6836-336-102055_PRIMARY_LABEL_603055.pdf,28323,"[10903, 8421, 8999]",True,True,True,True
6836-336-102055,Crocodile Cloth Fierce Disinfectant,102055,REGISTERED,1295109,CLOSED,ROUTINE,2025-02-19,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Solid,268751,NONE,"COMMERCIAL, HOUSEHOLD, INSTITUTIONAL",True,Crocodile_Cloth_Fierce_Disinfectant_6836-336-102055_PRIMARY_LABEL_598318.pdf,10687,[10687],True,True,True,True
1021-1177,PYROCIDE 300,1021,REGISTERED,1308530,IN REVIEW,ROUTINE,2025-12-03,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,100030,NONE,"COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",True,PYROCIDE_300_1021-1177_PRIMARY_LABEL_570566.pdf,55585,"[1390, 3352, 3751, 2730, 3565, 6508, 5290, 1840, 2009, 4766, 11147, 9237]",True,True,True,True
1021-1199,EverGreen ulv (5-25) ground,1021,REGISTERED,1308530,IN REVIEW,ROUTINE,2025-12-03,JYOTHI MURUNDI,"INSECTICIDE, MOSQUITO ADULTICIDE",False,Liquid,229293,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, NON-CROP, RESIDENTIAL",True,EverGreen_ulv_(5-25)_ground_1021-1199_PRIMARY_LABEL_570712.pdf,50940,"[10435, 6338, 10422, 6387, 8615, 8743]",True,True,True,True
1021-1424,PYROCIDE 100,1021,REGISTERED,1308530,IN REVIEW,ROUTINE,2025-12-03,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,100031,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,PYROCIDE_100_1021-1424_PRIMARY_LABEL_570565.pdf,56430,"[1754, 3835, 4469, 5557, 7480, 4343, 1833, 2437, 10577, 14145]",True,True,True,True
