original_target_name,original_crop,original_target_type,new_target_name,new_target_type,deployed,main_target_list,,,,,,
Earworm,Corn,Other,,,TRUE,FALSE,Other,,,,,
Earworm (whorl),Corn,Other,,,TRUE,FALSE,Other,,,,,
Echinochloa crus-galli,Corn,Other,,,TRUE,FALSE,Other,,,,,
Eclipta,Corn,Other,,,TRUE,FALSE,Other,,,,,
Eleusine indica,Corn,Other,,,TRUE,FALSE,Other,,,,,
Emerged annual and perennial weeds,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Emerged, young, actively growing weeds",Corn,Other,,,TRUE,FALSE,Other,,,,,
English Grain Aphid,Corn,Other,,,TRUE,FALSE,Other,,,,,
Erwinia,Corn,Other,,,TRUE,FALSE,Other,,,,,
European Chafer larvae,Corn,Other,,,TRUE,FALSE,Other,,,,,
European Corn Borer (First Brood),Corn,Other,,,TRUE,FALSE,Other,,,,,
European corn borer,Corn,Other,,,TRUE,FALSE,Other,,,,,
Eye Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Eye Spot (Aureobasidium zeae),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Eye spot (Aureobasidium zeae, Kabatiella zeae)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Eyespot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Eyespot (Kabatiella zeae),Corn,Other,,,TRUE,FALSE,Other,,,,,
Fagot Worms,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fairy Ring,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fall Armyworms,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fall army worms,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fall armyworm (1st and 2nd instar),Corn,Other,,,TRUE,FALSE,Other,,,,,
False Wireworm,Corn,Other,,,TRUE,FALSE,Other,,,,,
False chinch bug,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Fescue, rattail",Corn,Other,,,TRUE,FALSE,Other,,,,,
Field Pennycress,Corn,Other,,,TRUE,FALSE,Other,,,,,
Field sandbur,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fireblight,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Flatsedge, rice",Corn,Other,,,TRUE,FALSE,Other,,,,,
Flea Beetle spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Flea beetle (through 1 leaf stage),Corn,Other,,,TRUE,FALSE,Other,,,,,
Flea beetles,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fleahoppers,Corn,Other,,,TRUE,FALSE,Other,,,,,
Flies,Corn,Other,,,TRUE,FALSE,Other,,,,,
Florida beggarweed,Corn,Other,,,TRUE,FALSE,Other,,,,,
Florida pusley,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foot Rot, Seedling Blight, Head Blight",Corn,Other,,,TRUE,FALSE,Other,,,,,
Foxtail,Corn,Other,,,TRUE,FALSE,Other,,,,,
Foxtail (Giant),Corn,Other,,,TRUE,FALSE,Other,,,,,
Foxtail (Green),Corn,Other,,,TRUE,FALSE,Other,,,,,
Foxtail (Yellow),Corn,Other,,,TRUE,FALSE,Other,,,,,
Foxtail (bristly),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail (bristly, giant, green, yellow)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Foxtail spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, bristly",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, giant",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, green",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, millet",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, robust (purple, white)",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, robust purple",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, robust white",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, yellow",Corn,Other,,,TRUE,FALSE,Other,,,,,
Foxtail: green,Corn,Other,,,TRUE,FALSE,Other,,,,,
Foxtails,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtails (bristly, giant, green, yellow)",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtails, bristly",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtails, giant",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtails, green",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Foxtails, yellow",Corn,Other,,,TRUE,FALSE,Other,,,,,
Frog-eyed Leaf Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fruit Flies,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fungi/oomycetes,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fungus Gnats,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium Ear Rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium Stalk Rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Fusarium Stalk Rot, Seedling Root Rot",Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium Stalk and Crown Rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium ear blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium ear rots (suppression),Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium head blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium seed/seedling dieback,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium seedling blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium seedling blight (Fusarium spp.),Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Fusarium wilt,Corn,Other,,,TRUE,FALSE,Other,,,,,
Galinsoga,Corn,Other,,,TRUE,FALSE,Other,,,,,
Galinsoga spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Galinsoga, hairy",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Galinsoga, smallflower",Corn,Other,,,TRUE,FALSE,Other,,,,,
Gall nematode (Anguina spp.),Corn,Other,,,TRUE,FALSE,Other,,,,,
Garden symphylan,Corn,Other,,,TRUE,FALSE,Other,,,,,
Garlic and Onion White Rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Garlic, Wild",Corn,Other,,,TRUE,FALSE,Other,,,,,
Giantfoxtail,Corn,Other,,,TRUE,FALSE,Other,,,,,
Gibberella,Corn,Other,,,TRUE,FALSE,Other,,,,,
Gibberella Ear Rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Gibberella ear rots (suppression),Corn,Other,,,TRUE,FALSE,Other,,,,,
Gibberella fujikuroi,Corn,Other,,,TRUE,FALSE,Other,,,,,
Giberella ear and stalk rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Gnats,Corn,Other,,,TRUE,FALSE,Other,,,,,
Goosegrass,Corn,Other,,,TRUE,FALSE,Other,,,,,
Goss Wilt,Corn,Other,,,TRUE,FALSE,Other,,,,,
Goss wilt (Clavibacter michanensis subsp. nebraskensis),Corn,Other,,,TRUE,FALSE,Other,,,,,
Goss’s Wilt,Corn,Other,,,TRUE,FALSE,Other,,,,,
Goss’s Wilt (suppression only),Corn,Other,,,TRUE,FALSE,Other,,,,,
Grackles,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grain Molds,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grain fungi complex,Corn,Other,,,TRUE,FALSE,Other,,,,,
Granulate cutworm,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grape Berry Moths,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grape colapsis,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grape colaspis (adult),Corn,Other,,,TRUE,FALSE,Other,,,,,
Grape phylloxera,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grass Weeds Controlled,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grass banks mite,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grasses (1-2 inches),Corn,Other,,,TRUE,FALSE,Other,,,,,
Grasshopper spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Grasshoppers (egg, nymph)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Gray Leaf Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Gray Leafspot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Gray leaf spot (Cercospora zea-maydis),Corn,Other,,,TRUE,FALSE,Other,,,,,
Gray leaf spot (Cercospora zeae-maydis),Corn,Other,,,TRUE,FALSE,Other,,,,,
Gray mold,Corn,Other,,,TRUE,FALSE,Other,,,,,
Greasy Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Green Bug,Corn,Other,,,TRUE,FALSE,Other,,,,,
Green Cloverworm,Corn,Other,,,TRUE,FALSE,Other,,,,,
Greenbugs,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grey Leaf Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Grey leafspot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Gross’s Wilt,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Groundcherry, smooth",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Groundsel, common",Corn,Other,,,TRUE,FALSE,Other,,,,,
Grubs,Corn,Other,,,TRUE,FALSE,Other,,,,,
Guava nematode (Meloidogyne spp.),Corn,Other,,,TRUE,FALSE,Other,,,,,
Gypsy Moths,Corn,Other,,,TRUE,FALSE,Other,,,,,
H. carbonum,Corn,Other,,,TRUE,FALSE,Other,,,,,
H. turcicum,Corn,Other,,,TRUE,FALSE,Other,,,,,
Hairy Nightshade,Corn,Other,,,TRUE,FALSE,Other,,,,,
Halo Blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Head Blight and Head Scab,Corn,Other,,,TRUE,FALSE,Other,,,,,
Head Smut,Corn,Other,,,TRUE,FALSE,Other,,,,,
Head smut (Sphacelotheca reiliana),Corn,Other,,,TRUE,FALSE,Other,,,,,
Helicoverpa zea,Corn,Other,,,TRUE,FALSE,Other,,,,,
Heliothis virescens,Corn,Other,,,TRUE,FALSE,Other,,,,,
Helmintho-sporium leaf blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Helminthosporium leaf blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Helminthosporium leaf blights,Corn,Other,,,TRUE,FALSE,Other,,,,,
Helminthosporium leaf blights (Helminthosporium spp.),Corn,Other,,,TRUE,FALSE,Other,,,,,
Helminthosporium maydis,Corn,Other,,,TRUE,FALSE,Other,,,,,
Hemipterans,Corn,Other,,,TRUE,FALSE,Other,,,,,
Hemp,Corn,Other,,,TRUE,FALSE,Other,,,,,
Hemp dogbane*,Corn,Other,,,TRUE,FALSE,Other,,,,,
Hessian Fly,Corn,Other,,,TRUE,FALSE,Other,,,,,
Holcus Leaf Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Hop Clover,Corn,Other,,,TRUE,FALSE,Other,,,,,
Hop vine borer,Corn,Other,,,TRUE,FALSE,Other,,,,,
Hornworms,Corn,Other,,,TRUE,FALSE,Other,,,,,
Horsenettle,Corn,Other,,,TRUE,FALSE,Other,,,,,
Horseweed,Corn,Other,,,TRUE,FALSE,Other,,,,,
Horseweed (marestail),Corn,Other,,,TRUE,FALSE,Other,,,,,
Horseweed/marestail,Corn,Other,,,TRUE,FALSE,Other,,,,,
Imported fire ant,Corn,Other,,,TRUE,FALSE,Other,,,,,
Indian meal moths,Corn,Other,,,TRUE,FALSE,Other,,,,,
Insects,Corn,Other,,,TRUE,FALSE,Other,,,,,
Insects and mites,Corn,Other,,,TRUE,FALSE,Other,,,,,
Ipomoea purpurea,Corn,Other,,,TRUE,FALSE,Other,,,,,
Italian ryegrass,Corn,Other,,,TRUE,FALSE,Other,,,,,
Itchgrass,Corn,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetle,Corn,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetle (Adult),Corn,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetle (Adults),Corn,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetles,Corn,Other,,,TRUE,FALSE,Other,,,,,
Japanese beetle adult,Corn,Other,,,TRUE,FALSE,Other,,,,,
Japanese beetle larvae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Jerusalem artichoke,Corn,Other,,,TRUE,FALSE,Other,,,,,
Johnsongrass,Corn,Other,,,TRUE,FALSE,Other,,,,,
Johnsongrass (seedling),Corn,Other,,,TRUE,FALSE,Other,,,,,
Johnsongrass rhizome,Corn,Other,,,TRUE,FALSE,Other,,,,,
Johnsongrass seedling,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Johnsongrass, rhizome",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Johnsongrass, seedling or rhizome",Corn,Other,,,TRUE,FALSE,Other,,,,,
June beetle (adult),Corn,Other,,,TRUE,FALSE,Other,,,,,
Kabatiella zeae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Knotweed,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Knotweed, prostrate",Corn,Other,,,TRUE,FALSE,Other,,,,,
Kochia (ALS-sensitive),Corn,Other,,,TRUE,FALSE,Other,,,,,
Kochia scoparia,Corn,Other,,,TRUE,FALSE,Other,,,,,
Ladysthumb,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lamium amplexicaule,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lance,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lance Nematode,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lance nematode (Hoplolaimus spp.),Corn,Other,,,TRUE,FALSE,Other,,,,,
Large hairy crabgrass,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf Blights,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf Miners,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf Perforators,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Leaf Rust, Black Stem Rust, Red Rust",Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf Smut,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Leaf Spot, Leaf and Glume Blotch",Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf and Glume Blotch,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf spots,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leaf spots (Alternaria spp.),Corn,Other,,,TRUE,FALSE,Other,,,,,
Leafhopper spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leafhoppers,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leafminers,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leafminers (Liriomyza spp.),Corn,Other,,,TRUE,FALSE,Other,,,,,
Leafrollers,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Lentils, volunteer",Corn,Other,,,TRUE,FALSE,Other,,,,,
Lepidoptera caterpillars and larvae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lepidoptera larvae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lepidopteran Larvae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lepidopterous larvae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leptochloa filiformis,Corn,Other,,,TRUE,FALSE,Other,,,,,
Leptosphaeria lindquistii,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lesion,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lesion Nematode (suppression),Corn,Other,,,TRUE,FALSE,Other,,,,,
Lesion nematode,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lesser Cornstalk Borer,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lesser Cornstalk Borers,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Lettuce, prickly",Corn,Other,,,TRUE,FALSE,Other,,,,,
Light Brown Apple Moth,Corn,Other,,,TRUE,FALSE,Other,,,,,
Listed Broadleaf Weeds,Corn,Other,,,TRUE,FALSE,Other,,,,,
Little Mallow,Corn,Other,,,TRUE,FALSE,Other,,,,,
Loopers,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lygus Bug,Corn,Other,,,TRUE,FALSE,Other,,,,,
Lygus Species,Corn,Other,,,TRUE,FALSE,Other,,,,,
Macrophomina,Corn,Other,,,TRUE,FALSE,Other,,,,,
Macrophomina phaseolina,Corn,Other,,,TRUE,FALSE,Other,,,,,
Maggots,Corn,Other,,,TRUE,FALSE,Other,,,,,
Magnaporthe oryzae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Magnaporthe spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Maize Billbugs,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Mallow, common",Corn,Other,,,TRUE,FALSE,Other,,,,,
Marestail,Corn,Other,,,TRUE,FALSE,Other,,,,,
Marestail (horseweed),Corn,Other,,,TRUE,FALSE,Other,,,,,
Marestail/Horseweed,Corn,Other,,,TRUE,FALSE,Other,,,,,
Marshelder,Corn,Other,,,TRUE,FALSE,Other,,,,,
Masked chafer (adult),Corn,Other,,,TRUE,FALSE,Other,,,,,
May/June beetle larvae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mayweed/Dogfennel,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mayweed/False Chamomile,Corn,Other,,,TRUE,FALSE,Other,,,,,
Meadow Spittlebug,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mealy Bugs,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mealybugs,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mediterranean flour moths,Corn,Other,,,TRUE,FALSE,Other,,,,,
Melanose,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mexican Beetles,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mexican Corn Rootworm,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mexican Corn Rootworm Beetle (Adult),Corn,Other,,,TRUE,FALSE,Other,,,,,
Mexican Rice Borer,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mexican corn rootworm larvae,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mildew,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Millet, wild proso",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Millet, wild-proso",Corn,Other,,,TRUE,FALSE,Other,,,,,
Millipedes,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mite,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mites,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mites (Atlantic),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Mites (Atlantic, Bank’s grass, Pacific, Red spider, Strawberry, Two-spotted)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Mites (Banks grass),Corn,Other,,,TRUE,FALSE,Other,,,,,
Mites (Pacific),Corn,Other,,,TRUE,FALSE,Other,,,,,
Mites (Red spider),Corn,Other,,,TRUE,FALSE,Other,,,,,
Mites (Two-spotted),Corn,Other,,,TRUE,FALSE,Other,,,,,
Mites (all life stages except adult),Corn,Other,,,TRUE,FALSE,Other,,,,,
Molds,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mollugo verticillata,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mormon crickets,Corn,Other,,,TRUE,FALSE,Other,,,,,
Morningglory,Corn,Other,,,TRUE,FALSE,Other,,,,,
Morningglory (annual),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory (entireleaf, ivyleaf, pitted)",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory (ivyleaf, pitted)",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory (ivyleaf, pitted, tall)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Morningglory spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Morningglory tall,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, annual",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, cypressvine",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, entireleaf",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, ivyleaf",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, pitted",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, smallflower",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, tail",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, tall",Corn,Other,,,TRUE,FALSE,Other,,,,,
Moth,Corn,Other,,,TRUE,FALSE,Other,,,,,
Moths,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mouseear Chickweed,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Muhly, wirestem",Corn,Other,,,TRUE,FALSE,Other,,,,,
Mummy Berry,Corn,Other,,,TRUE,FALSE,Other,,,,,
Mustard,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Mustard (birdsrape, black)",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Mustard (birdsrape, black, wild)",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Mustard, Blue",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Mustard, Tumble",Corn,Other,,,TRUE,FALSE,Other,,,,,
Mycosphaerella spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Narrow brown leaf spot of rice,Corn,Other,,,TRUE,FALSE,Other,,,,,
Native Fire Ant,Corn,Other,,,TRUE,FALSE,Other,,,,,
Needle Nematode,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematode,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes: Dagger,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes: Lance,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes: Lesion,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes: Root Knot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes: Spiral,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes: Sting,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes: Stubby root,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nematodes: Stunt,Corn,Other,,,TRUE,FALSE,Other,,,,,
Nightshade (black),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Nightshade (black, eastern black)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Nightshade (hairy),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Nightshade (hairy, black)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Nightshade (watergrass),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Nightshade, Eastern black",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Nightshade, black",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Nightshade, hairy",Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Corn Leaf Blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Corn Leaf Blight (Setosphaeria turcica),Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Corn Leaf Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Corn Rootworm,Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Corn Rootworm Beetle (Adult),Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Leaf Blight,Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Leaf Blight (Helminthosporium turcicum),Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Leaf Spot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Leaf Spot (Helminthosporium carbonum),Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Rootworm,Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern Rootworm Beetle,Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern corn leaf blight (Exserohilum turcicum),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Northern corn leaf blight (Septosphaeria turcica, Exserohilum turcicum)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Northern corn leaf spot (Cochliobolus carbonum),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Nutsedge, purple",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Nutsedge, yellow",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Oat, wild",Corn,Other,,,TRUE,FALSE,Other,,,,,
Old World Bollworm,Corn,Other,,,TRUE,FALSE,Other,,,,,
Olpidium,Corn,Other,,,TRUE,FALSE,Other,,,,,
Onion Maggots,Corn,Other,,,TRUE,FALSE,Other,,,,,
Onion Pink Root Rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Orange Tortrix,Corn,Other,,,TRUE,FALSE,Other,,,,,
Oryza sativa,Corn,Other,,,TRUE,FALSE,Other,,,,,
Other pests such as borers,Corn,Other,,,TRUE,FALSE,Other,,,,,
Pachymetra,Corn,Other,,,TRUE,FALSE,Other,,,,,
Pacific Mite,Corn,Other,,,TRUE,FALSE,Other,,,,,
Pacific Spider Mites,Corn,Other,,,TRUE,FALSE,Other,,,,,
Pacific mites,Corn,Other,,,TRUE,FALSE,Other,,,,,
Pacific spider mite,Corn,Other,,,TRUE,FALSE,Other,,,,,
Palmer Amaranth,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Palmer, amaranth",Corn,Other,,,TRUE,FALSE,Other,,,,,
Panicum,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Panicum (Texas, browntop)",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Panicum (Texas, browntop, fall)",Corn,Other,,,TRUE,FALSE,Other,,,,,
Panicum capillare,Corn,Other,,,TRUE,FALSE,Other,,,,,
Panicum dichotomiflorum,Corn,Other,,,TRUE,FALSE,Other,,,,,
Panicum fasciculatum,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Panicum, Texas",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Panicum, fall",Corn,Other,,,TRUE,FALSE,Other,,,,,
"Panicum, fall & Texas",Corn,Other,,,TRUE,FALSE,Other,,,,,
Pavement Ant,Corn,Other,,,TRUE,FALSE,Other,,,,,
Pea Weevils (all life stages except adult),Corn,Other,,,TRUE,FALSE,Other,,,,,
"Peas, volunteer",Corn,Other,,,TRUE,FALSE,Other,,,,,
Penicillium,Corn,Other,,,TRUE,FALSE,Other,,,,,
Penicillium Ear Rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
Penicillium oxalicum,Corn,Other,,,TRUE,FALSE,Other,,,,,
Penicillium spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Pennsylvania smartweed,Corn,Other,,,TRUE,FALSE,Other,,,,,
"Pennycress, field",Corn,Other,,,TRUE,FALSE,Other,,,,,
Pepper Weevils,Corn,Other,,,TRUE,FALSE,Other,,,,,
Perennial Grasses and Sedge,Corn,Other,,,TRUE,FALSE,Other,,,,,
Perennial broadleaf weeds,Corn,Other,,,TRUE,FALSE,Other,,,,,
Perennial weed seedlings,Corn,Other,,,TRUE,FALSE,Other,,,,,
Perennial weed seedlings and existing cover crops,Corn,Other,,,TRUE,FALSE,Other,,,,,
Peronophthora,Corn,Other,,,TRUE,FALSE,Other,,,,,
Peronosclerospora,Corn,Other,,,TRUE,FALSE,Other,,,,,
Pheasants,Corn,Other,,,TRUE,FALSE,Other,,,,,
Phoma spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Phomopsis,Corn,Other,,,TRUE,FALSE,Other,,,,,
Phomopsis spp.,Corn,Other,,,TRUE,FALSE,Other,,,,,
Phryenochaeta Stalk Rot and Root Rot,Corn,Other,,,TRUE,FALSE,Other,,,,,
