Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text,OCR_text_contains_product_name,OCR_text_contains_children,OCR_text_contains_epa_no,OCR_needed,runOCR_reason,Post_OCR_char_per_page,OCR_v_Original,final_determination,agricultural_use_requirements_and_restricted_entry_interval,inference_successful
101563-403,"DURENTIS INSECTICIDE (NO SALE, SALE INTO, DISTRIBUTION OR USE IN NASSAU, SUFFOLK, KINGS OR QUEENS COUNTIES)(NY BUFFER ZONES TO WATER BODIES)",101563,REGISTERED,1305984,CLOSED,ROUTINE,2025-08-27,KATHERINE HETTER,INSECTICIDE,True,"DURENTIS_INSECTICIDE_(NO_SALE,_SALE_INTO,_DISTRIBUTION_OR_USE_IN_NASSAU,_SUFFOLK,_KINGS_OR_QUEENS_COUNTIES)(NY_BUFFER_ZONES_TO_WATER_BODIES)_101563-403_PRIMARY_LABEL_602534.pdf",65495.0,"[2023, 1276, 1753, 2041, 2301, 2241, 1410, 2095, 2697, 1374, 1191, 1654, 1140, 1456, 1608, 878, 1313, 757, 1320, 1349, 1561, 1382, 1128, 949, 1243, 1448, 1062, 1475, 1730, 783, 1638, 888, 1274, 1460, 1526, 1724, 1232, 1109, 1564, 2407, 1406, 2814, 9, 9, 1797]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 45 pages need OCR because they are less than 300 characters (pages: [43, 44])","[2023, 1276, 1753, 2041, 2301, 2241, 1410, 2095, 2697, 1374, 1191, 1654, 1140, 1456, 1608, 878, 1313, 757, 1320, 1349, 1561, 1382, 1128, 949, 1243, 1448, 1062, 1475, 1730, 783, 1638, 888, 1274, 1460, 1526, 1724, 1232, 1109, 1564, 2407, 1406, 2814, 10, 10, 1797]",Original,Original,both,
101563-60,MERIT 2F INSECTICIDE (NO SOIL INJECTion in NASSAU or SUFFOLK counties),101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,INSECTICIDE,True,MERIT_2F_INSECTICIDE_(NO_SOIL_INJECTion_in_NASSAU_or_SUFFOLK_counties)_101563-60_PRIMARY_LABEL_589340.pdf,37272.0,"[1521, 2452, 1301, 1845, 2027, 3485, 3191, 2464, 1963, 1580, 1172, 2148, 1919, 2340, 2631, 3038, 2195]",True,True,True,True,,,,False,,,,,both,
101563-60,LESCO BANDIT 2F INSECTICIDE (NO SOIL INJECTION ON LI),101563,REGISTERED,1290252,CLOSED,ROUTINE,2024-11-15,KATHERINE A GRAHAM,INSECTICIDE,True,LESCO_BANDIT_2F_INSECTICIDE_(NO_SOIL_INJECTION_ON_LI)_101563-60_PRIMARY_LABEL_597138.pdf,37371.0,"[1318, 2452, 1301, 1845, 2062, 3505, 3240, 2485, 1985, 1594, 1187, 2148, 1927, 2354, 2652, 3026, 2290]",True,True,True,True,,,,False,,,,,both,
101563-62,MERIT 75 WSP (NO SOIL INJECTION ON LONG ISLAND),101563,REGISTERED,1290252,CLOSED,ROUTINE,2024-11-15,KATHERINE A GRAHAM,INSECTICIDE,True,MERIT_75_WSP_(NO_SOIL_INJECTION_ON_LONG_ISLAND)_101563-62_PRIMARY_LABEL_596847.pdf,48674.0,"[915, 6803, 11317, 2724, 7260, 3257, 8520, 2388, 5490]",True,True,True,True,,,,False,,,,,both,
101563-91,COMPASS FUNGICIDE,101563,REGISTERED,1290252,CLOSED,ROUTINE,2024-11-15,KATHERINE A GRAHAM,FUNGICIDE,True,COMPASS_FUNGICIDE_101563-91_PRIMARY_LABEL_598079.pdf,41056.0,"[663, 1174, 1029, 1159, 1728, 1591, 2097, 1892, 2250, 1883, 1796, 1601, 884, 762, 927, 904, 906, 715, 1229, 1362, 1268, 1213, 881, 1110, 1622, 1671, 1420, 1358, 1501, 1167, 1293]",True,True,True,True,,,,False,,,,,both,
70506-396-101563,"CASTLON (NO APP WITHIN 100 FT OF COASTAL MARSH IN NY)(NO SALE, USE OR DISTRIBUTION IN NASSAU OR SUFFOLK COUNTIES)",101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,FUNGICIDE,True,"CASTLON_(NO_APP_WITHIN_100_FT_OF_COASTAL_MARSH_IN_NY)(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_OR_SUFFOLK_COUNTIES)_70506-396-101563_PRIMARY_LABEL_593188.pdf",48703.0,"[1735, 2136, 3141, 4332, 3773, 3630, 3749, 2127, 1861, 1559, 1804, 1862, 3171, 1048, 716, 839, 1083, 2598, 2119, 9, 5411]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 21 pages need OCR because they are less than 300 characters (pages: [20]),"[1735, 2136, 3141, 4332, 3773, 3630, 3749, 2127, 1861, 1559, 1804, 1862, 3171, 1048, 716, 839, 1083, 2598, 2119, 10, 5411]",Original,Original,both,
70506-447-101563,SHUTTLE,101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,MITICIDE,True,SHUTTLE_70506-447-101563_PRIMARY_LABEL_596827.pdf,31293.0,"[1600, 1352, 2114, 2440, 2161, 1800, 2559, 2967, 1278, 1035, 927, 1190, 723, 1837, 2682, 19, 4609]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 17 pages need OCR because they are less than 300 characters (pages: [16]),"[1600, 1352, 2114, 2440, 2161, 1800, 2559, 2967, 1278, 1035, 927, 1190, 723, 1837, 2682, 5, 4609]",Original,Original,both,
70506-531-101563,ADEPT,101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,"GROWTH REGULATOR, INSECTICIDE",True,ADEPT_70506-531-101563_PRIMARY_LABEL_567349.pdf,29661.0,"[1537, 3122, 3178, 3656, 4334, 3346, 2540, 3102, 4846]",True,True,False,True,,,,False,,,,,both,
70506-532-101563,B-NINE,101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,GROWTH REGULATOR,True,B-NINE_70506-532-101563_PRIMARY_LABEL_596829.pdf,21445.0,"[1320, 2386, 2627, 2994, 2753, 3293, 3246, 2826]",True,True,True,True,,,,False,,,,,both,
70506-537-101563,FLORAMITE,101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,MITICIDE,True,FLORAMITE_70506-537-101563_PRIMARY_LABEL_596831.pdf,180.0,"[180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,False,False,False,True,True,True,Page_specific_OCR,"13 out of 13 pages need OCR because they are less than 300 characters (pages: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13])","[1137, 1631, 2329, 2348, 2194, 2472, 1035, 1813, 2661, 2804, 5, 5, 4546]",OCR,OCR,both,
70506-569-101563,TERRAZOLE 35WP,101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,FUNGICIDE,True,TERRAZOLE_35WP_70506-569-101563_PRIMARY_LABEL_596833.pdf,26051.0,"[1469, 2793, 2690, 3143, 2178, 2024, 3831, 3427, 4496]",True,True,True,True,,,,False,,,,,both,
70506-571-101563,TERRAZOLE L,101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,FUNGICIDE,True,TERRAZOLE_L_70506-571-101563_PRIMARY_LABEL_555450.pdf,24227.0,"[1297, 1419, 2611, 1867, 2685, 2580, 1169, 2968, 3024, 2720, 862, 0, 1025]",True,True,False,False,True,True,False,Page_specific_OCR,1 out of 13 pages need OCR because they are less than 300 characters (pages: [12]),"[1297, 1419, 2611, 1867, 2685, 2580, 1169, 2968, 3024, 2720, 862, 0, 1025]",Original,Original,both,
71512-52-101563,ARIA INSECTICIDE,101563,REGISTERED,1305984,CLOSED,ROUTINE,2025-08-27,KATHERINE HETTER,INSECTICIDE,True,ARIA_INSECTICIDE_71512-52-101563_PRIMARY_LABEL_602525.pdf,28326.0,"[2117, 4663, 4814, 4520, 6044, 4956, 1212]",True,True,True,True,,,,False,,,,,rei,
8033-138-101563,SERATA FUNGICIDE (LIMITED USE ON GOLF COURSE TURF ONLY IN NEW YORK STATE),101563,REGISTERED,1304626,CLOSED,ROUTINE,2025-08-01,JYOTHI MURUNDI,FUNGICIDE,True,SERATA_FUNGICIDE_(LIMITED_USE_ON_GOLF_COURSE_TURF_ONLY_IN_NEW_YORK_STATE)_8033-138-101563_PRIMARY_LABEL_601960.pdf,36766.0,"[1646, 1415, 1954, 2109, 2445, 2213, 2254, 3002, 3099, 2493, 2230, 1211, 1112, 1409, 1639, 2623, 2073, 3, 3, 3, 1830]",True,True,True,True,True,True,True,Page_specific_OCR,"3 out of 21 pages need OCR because they are less than 300 characters (pages: [18, 19, 20])","[1646, 1415, 1954, 2109, 2445, 2213, 2254, 3002, 3099, 2493, 2230, 1211, 1112, 1409, 1639, 2623, 2073, 3, 3, 3, 1830]",Original,Original,both,
89442-39-101563,TERRADEX QUICK STRIKE (NO USE ON LI) (ONLY 1 APP/YR),101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,HERBICIDE,True,TERRADEX_QUICK_STRIKE_(NO_USE_ON_LI)_(ONLY_1_APP_YR)_89442-39-101563_PRIMARY_LABEL_593102.pdf,51408.0,"[2108, 3687, 4745, 5946, 5197, 4551, 3482, 4441, 1861, 1522, 4117, 2952, 6799]",True,True,True,True,,,,False,,,,,both,
89442-45-101563,TERRADEX CRABGRASS & BROADLEAF (SPOT TREATMENT ONLY IN NY),101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,HERBICIDE,True,TERRADEX_CRABGRASS_and_BROADLEAF_(SPOT_TREATMENT_ONLY_IN_NY)_89442-45-101563_PRIMARY_LABEL_593103.pdf,44622.0,"[2003, 3655, 4478, 4635, 3724, 4884, 2264, 2438, 4151, 4860, 3, 3, 7524]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 13 pages need OCR because they are less than 300 characters (pages: [11, 12])","[2003, 3655, 4478, 4635, 3724, 4884, 2264, 2438, 4151, 4860, 0, 0, 7524]",Original,Original,both,
89442-55-101563,Acuvis,101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,HERBICIDE,True,ACUVIS_89442-55-101563_PRIMARY_LABEL_594537.pdf,38928.0,"[1757, 4048, 4462, 4967, 3681, 2018, 1354, 3155, 1950, 5238, 3, 3, 6292]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 13 pages need OCR because they are less than 300 characters (pages: [11, 12])","[1757, 4048, 4462, 4967, 3681, 2018, 1354, 3155, 1950, 5238, 3, 3, 6292]",Original,Original,both,
89442-56-101563,Terradex Power Premix,101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,HERBICIDE,True,Terradex_Power_Premix_89442-56-101563_PRIMARY_LABEL_593095.pdf,43297.0,"[1923, 5282, 5630, 5814, 4638, 6423, 2615, 5249, 0, 0, 5723]",True,True,True,False,True,True,True,Page_specific_OCR,"2 out of 11 pages need OCR because they are less than 300 characters (pages: [9, 10])","[1923, 5282, 5630, 5814, 4638, 6423, 2615, 5249, 0, 0, 5723]",Original,Original,both,
89442-57-101563,ACCLAIM ACCELERATE (SPOT TREATMENT ONLY IN NYS),101563,REGISTERED,1297634,CLOSED,ROUTINE,2025-06-03,KATHERINE HETTER,HERBICIDE,True,ACCLAIM_ACCELERATE_(SPOT_TREATMENT_ONLY_IN_NYS)_89442-57-101563_PRIMARY_LABEL_593104.pdf,40389.0,"[1273, 3363, 3343, 5340, 4674, 5079, 3005, 2680, 2141, 4958, 3, 3, 4527]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 13 pages need OCR because they are less than 300 characters (pages: [11, 12])","[1273, 3363, 3343, 5340, 4674, 5079, 3005, 2680, 2141, 4958, 3, 3, 4527]",Original,Original,both,
10163-169,IMIDAN 70-W AGRICULTURAL INSECTICIDE  (WSB),10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,INSECTICIDE,True,IMIDAN_70-W_AGRICULTURAL_INSECTICIDE__(WSB)_10163-169_PRIMARY_LABEL_602710.pdf,76590.0,"[2932, 5700, 7196, 5801, 7049, 3297, 5307, 4823, 4964, 4760, 5147, 5608, 4510, 5152, 4344]",True,True,True,True,,,,False,,,,,both,
10163-200,PREFAR 4-E,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,True,PREFAR_4-E_10163-200_PRIMARY_LABEL_596261.pdf,25789.0,"[3699, 3758, 7595, 3421, 6639, 677]",True,True,True,True,,,,False,,,,,both,
10163-250,SAVEY 50 DF,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,True,SAVEY_50_DF_10163-250_PRIMARY_LABEL_543753.pdf,15978.0,"[3418, 6033, 4711, 1816]",True,True,True,True,,,,False,,,,,both,
10163-265,CARZOL SP INSECTICIDE,10163,REGISTERED,1309903,CLOSED,ROUTINE,2025-10-22,MATTHEW J GOGIS,INSECTICIDE,True,CARZOL_SP_INSECTICIDE_10163-265_PRIMARY_LABEL_602828.pdf,31883.0,"[3301, 5694, 6281, 4234, 5435, 6938]",True,True,True,True,,,,False,,,,,both,
10163-277,ONAGER MITICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,True,ONAGER_MITICIDE_10163-277_PRIMARY_LABEL_555033.pdf,36122.0,"[2676, 5810, 7420, 3305, 4522, 4419, 3192, 4778]",True,True,True,True,,,,False,,,,,both,
10163-283,EPTAM 7E,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,True,EPTAM_7E_10163-283_PRIMARY_LABEL_602719.pdf,171791.0,"[2965, 2, 7162, 7529, 7523, 6140, 4440, 5766, 3832, 6691, 3434, 5112, 4572, 3756, 5048, 6681, 6681, 10692, 1188, 2, 2762, 3572, 3514, 3441, 3032, 3150, 3527, 3831, 2957, 1904, 2645, 2260, 2676, 1580, 1314, 3055, 2020, 3369, 1357, 1519, 2048, 1611, 2026, 1978, 1708, 2607, 2045, 3831, 1223, 13]",True,True,False,True,True,True,False,Page_specific_OCR,"3 out of 50 pages need OCR because they are less than 300 characters (pages: [2, 20, 50])","[2965, 0, 7162, 7529, 7523, 6140, 4440, 5766, 3832, 6691, 3434, 5112, 4572, 3756, 5048, 6681, 6681, 10692, 1188, 0, 2762, 3572, 3514, 3441, 3032, 3150, 3527, 3831, 2957, 1904, 2645, 2260, 2676, 1580, 1314, 3055, 2020, 3369, 1357, 1519, 2048, 1611, 2026, 1978, 1708, 2607, 2045, 3831, 1223, 14]",Original,Original,both,
10163-297,MAGUS MITICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,True,MAGUS_MITICIDE_10163-297_PRIMARY_LABEL_592617.pdf,32167.0,"[2049, 2611, 1742, 2889, 2795, 3556, 2968, 2866, 2485, 2238, 962, 3115, 1891]",True,True,True,True,,,,False,,,,,both,
10163-314,VIDA HERBICIDE,10163,REGISTERED,1309902,CLOSED,ROUTINE,2025-10-22,MATTHEW J GOGIS,HERBICIDE,True,VIDA_HERBICIDE_10163-314_PRIMARY_LABEL_602827.pdf,40448.0,"[2603, 4930, 5820, 5619, 3355, 3563, 3582, 3334, 3699, 3943]",True,True,True,True,,,,False,,,,,both,
10163-322,MAGISTER SC,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, MITICIDE",True,MAGISTER_SC_10163-322_PRIMARY_LABEL_592336.pdf,47147.0,"[3180, 4851, 5806, 6332, 917, 2102, 4105, 4819, 4397, 4333, 3304, 3001]",True,True,True,True,,,,False,,,,,both,
10163-324,M-PEDE INSECTICIDE MITICIDE FUNGICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, MITICIDE",True,M-PEDE_INSECTICIDE_MITICIDE_FUNGICIDE_10163-324_PRIMARY_LABEL_572881.pdf,42188.0,"[3575, 4591, 4742, 5818, 4949, 5524, 1025, 5120, 6844]",True,True,True,True,,,,False,,,,,both,
10163-325,SCYTHE HERBICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,True,SCYTHE_HERBICIDE_10163-325_PRIMARY_LABEL_528524.pdf,31657.0,"[4331, 6186, 6247, 5283, 4151, 5459]",True,True,True,True,,,,False,,,,,both,
10163-326,CAPTIVA,10163,DISCONTINUED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"INSECTICIDE, MITICIDE, REPELLENT",True,CAPTIVA_10163-326_PRIMARY_LABEL_540116.pdf,21906.0,"[3874, 5861, 4170, 4103, 3898]",True,True,True,True,,,,False,,,,,both,
10163-330,PREVISTO FUNGICIDE/BACTERICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",True,PREVISTO_FUNGICIDE_BACTERICIDE_10163-330_PRIMARY_LABEL_542459.pdf,79616.0,"[3057, 1016, 1158, 6007, 9395, 3520, 4005, 4090, 5136, 4722, 4079, 5664, 4991, 3829, 4240, 4504, 1399, 1679, 1893, 1590, 3639, 3]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 22 pages need OCR because they are less than 300 characters (pages: [22]),"[3057, 1016, 1158, 6007, 9395, 3520, 4005, 4090, 5136, 4722, 4079, 5664, 4991, 3829, 4240, 4504, 1399, 1679, 1893, 1590, 3639, 3]",Original,Original,both,
10163-331,ZING!,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,ZING!_10163-331_PRIMARY_LABEL_598218.pdf,42131.0,"[4498, 6264, 7293, 4961, 6282, 4406, 3621, 4806]",True,True,True,True,,,,False,,,,,both,
10163-332,AFFIANCE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,AFFIANCE_10163-332_PRIMARY_LABEL_589896.pdf,58675.0,"[3160, 6329, 7077, 7032, 5582, 5535, 4335, 3537, 3255, 3837, 5857, 156, 2983]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 13 pages need OCR because they are less than 300 characters (pages: [12]),"[3160, 6329, 7077, 7032, 5582, 5535, 4335, 3537, 3255, 3837, 5857, 76, 2983]",Original,Original,both,
10163-336,CAPTIVA PRIME,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"INSECTICIDE, REPELLENT",True,CAPTIVA_PRIME_10163-336_PRIMARY_LABEL_560428.pdf,21542.0,"[1980, 5192, 5126, 4627, 4617]",True,True,True,True,,,,False,,,,,both,
10163-337,ONAGER optek MITICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,True,ONAGER_optek_MITICIDE_10163-337_PRIMARY_LABEL_581477.pdf,42613.0,"[2567, 5100, 7025, 5114, 3447, 4485, 3819, 4767, 6053, 236]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 10 pages need OCR because they are less than 300 characters (pages: [10]),"[2567, 5100, 7025, 5114, 3447, 4485, 3819, 4767, 6053, 184]",Original,Original,both,
10163-356,SONALAN HFP Herbicide,10163,REGISTERED,1309904,CLOSED,ROUTINE,2025-10-22,MATTHEW J GOGIS,HERBICIDE,True,SONALAN_HFP_Herbicide_10163-356_PRIMARY_LABEL_602829.pdf,73853.0,"[3985, 5510, 7765, 8000, 7416, 5419, 6266, 3584, 5081, 4757, 4585, 4733, 6752]",True,True,True,True,,,,False,,,,,both,
10163-357,EcoSwing Botanical Fungicide,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,EcoSwing_Botanical_Fungicide_10163-357_PRIMARY_LABEL_563058.pdf,22137.0,"[2964, 5077, 5779, 3658, 4659]",True,True,True,True,,,,False,,,,,both,
10163-362,TREFLAN TR-10 granular herbicide,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,True,TREFLAN_TR-10_granular_herbicide_10163-362_PRIMARY_LABEL_570265.pdf,98236.0,"[2678, 5943, 7058, 7334, 3260, 4548, 2869, 4251, 5261, 4857, 2881, 3916, 3370, 6707, 5899, 5833, 6011, 5570, 3880, 6110]",True,True,True,True,,,,False,,,,,rei,
10163-363,TREFLAN HFP HERBICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,True,TREFLAN_HFP_HERBICIDE_10163-363_PRIMARY_LABEL_551829.pdf,175593.0,"[4809, 6142, 6775, 7845, 7857, 7093, 6340, 2842, 4558, 3720, 3403, 5721, 6111, 5468, 4519, 4189, 4252, 4425, 4342, 4889, 6536, 6360, 6254, 5020, 5011, 5877, 5064, 4854, 6236, 2956, 2373, 4206, 3648, 5898]",True,True,True,True,,,,False,,,,,both,
10163-365,HEXYGON iq MITICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,True,HEXYGON_iq_MITICIDE_10163-365_PRIMARY_LABEL_559933.pdf,27934.0,"[2821, 5997, 6975, 4544, 4169, 3428]",True,True,True,True,,,,False,,,,,both,
10163-371,"REASON 500 SC FUNGICIDE (NOT FOR SALE, DISTRIBUTION, OR USE IN NASSAU or SUFFOLK COUNTIES)",10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,"REASON_500_SC_FUNGICIDE_(NOT_FOR_SALE,_DISTRIBUTION,_OR_USE_IN_NASSAU_or_SUFFOLK_COUNTIES)_10163-371_PRIMARY_LABEL_599538.pdf",52306.0,"[3301, 5918, 7369, 7435, 5494, 3176, 3739, 2349, 4093, 3453, 1673, 4306]",True,True,True,True,,,,False,,,,,both,
10163-373,"FENSTOP FUNGICIDE [no sale, distribution, or use in nassau & suffolk counties NY]",10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,"FENSTOP_FUNGICIDE_[no_sale,_distribution,_or_use_in_nassau_and_suffolk_counties_NY]_10163-373_PRIMARY_LABEL_601752.pdf",29821.0,"[3711, 6267, 6215, 5294, 4767, 3567]",True,True,True,True,,,,False,,,,,both,
10163-380,PEAK HERBICIDE (No Aerial Application in NYS),10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,HERBICIDE,True,PEAK_HERBICIDE_(No_Aerial_Application_in_NYS)_10163-380_PRIMARY_LABEL_579887.pdf,92621.0,"[1180, 1658, 1613, 1408, 1817, 2369, 2409, 1938, 2587, 2787, 2378, 2014, 2180, 2394, 273, 2431, 2561, 1197, 3599, 2427, 2260, 1126, 3600, 2973, 2385, 1552, 1788, 1884, 1667, 3075, 2540, 2146, 1522, 2082, 1017, 2210, 1797, 1746, 1818, 1978, 2583, 2143, 2763, 2746]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 44 pages need OCR because they are less than 300 characters (pages: [15]),"[1180, 1658, 1613, 1408, 1817, 2369, 2409, 1938, 2587, 2787, 2378, 2014, 2180, 2394, 265, 2431, 2561, 1197, 3599, 2427, 2260, 1126, 3600, 2973, 2385, 1552, 1788, 1884, 1667, 3075, 2540, 2146, 1522, 2082, 1017, 2210, 1797, 1746, 1818, 1978, 2583, 2143, 2763, 2746]",Original,Original,ag,
10163-383,ENVIDOR 2 SC MITICIDE (For Use on Pome Fruit Only in NY),10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,MITICIDE,True,ENVIDOR_2_SC_MITICIDE_(For_Use_on_Pome_Fruit_Only_in_NY)_10163-383_PRIMARY_LABEL_587236.pdf,30496.0,"[2160, 2847, 2882, 2703, 2847, 2415, 1720, 1274, 1633, 2572, 2441, 2811, 2191]",True,True,True,True,,,,False,,,,,both,
10163-396,BADGE SC,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",True,BADGE_SC_10163-396_PRIMARY_LABEL_585122.pdf,84562.0,"[3624, 5467, 5808, 3614, 3136, 2507, 2809, 2660, 2645, 2665, 2700, 2676, 2363, 3461, 2998, 2174, 3095, 4624, 4449, 3233, 2978, 4414, 5395, 5067]",True,True,True,True,,,,False,,,,,both,
10163-397,DOMARK 230 ME FUNGICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,DOMARK_230_ME_FUNGICIDE_10163-397_PRIMARY_LABEL_586580.pdf,44931.0,"[2662, 3608, 4278, 3604, 3749, 3938, 3903, 739, 2302, 1469, 1686, 1747, 2139, 1324, 1340, 1085, 3370, 1988]",True,True,True,True,,,,False,,,,,both,
10163-398,METTLE 125 ME FUNGICIDE,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,METTLE_125_ME_FUNGICIDE_10163-398_PRIMARY_LABEL_587336.pdf,45751.0,"[3068, 5443, 6019, 5319, 5761, 3400, 4799, 2176, 2594, 2369, 4803]",True,True,True,True,,,,False,,,,,both,
10163-399,TENET WP,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,FUNGICIDE,True,TENET_WP_10163-399_PRIMARY_LABEL_591196.pdf,54025.0,"[2473, 3769, 4894, 5268, 4440, 5444, 6441, 2522, 2293, 2894, 2117, 2267, 2493, 4421, 2289]",True,True,True,True,,,,False,,,,,both,
10163-402,BADGE X2,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",True,BADGE_X2_10163-402_PRIMARY_LABEL_585124.pdf,90340.0,"[3122, 5433, 7592, 3284, 3248, 2311, 2903, 2596, 2471, 2439, 2808, 3264, 3253, 3077, 3393, 2751, 2561, 1816, 2461, 4462, 4489, 3069, 3976, 6610, 6787, 164]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 26 pages need OCR because they are less than 300 characters (pages: [26]),"[3122, 5433, 7592, 3284, 3248, 2311, 2903, 2596, 2471, 2439, 2808, 3264, 3253, 3077, 3393, 2751, 2561, 1816, 2461, 4462, 4489, 3069, 3976, 6610, 6787, 3]",Original,Original,both,
10163-41,PROKIL CRYOLITE 96,10163,REGISTERED,1308532,CLOSED,ROUTINE,2025-10-21,KATHERINE HETTER,INSECTICIDE,True,PROKIL_CRYOLITE_96_10163-41_PRIMARY_LABEL_515940.pdf,0.0,"[0, 0, 0, 0, 0, 0]",False,False,False,False,True,True,True,Page_specific_OCR,"6 out of 6 pages need OCR because they are less than 300 characters (pages: [1, 2, 3, 4, 5, 6])","[183, 2942, 6001, 4799, 4565, 4301]",OCR,OCR,both,
